DAM_NAME,NAT_ID,CNTY_NAME,EAP,Last EAP Update
Sault Ste. Marie Tribe Walleye Pond,MI02569,Chippewa,Not Required,
Orchard Lake Dam,MI02570,Oakland,Not Required,
Severence Dam,MI02571,Jackson,Not Required,
Upper Long Lake Dam,MI02572,Lapeer,Not Required,
Gratiot-Saginaw SGA Impoundment 9 Dam,MI02573,Gratiot,Not Required,
Mc Gillis Creek Dam,MI02576,Alcona,Not Required,
Timmer Dam,MI02577,Ottawa,Yes,14-Jan-05
Dollar Lake Dam,MI02578,Ogemaw,Not Required,
Flowage Lake Dam,MI02579,Ogemaw,Yes,30-Dec-17
Pebble Creek Detention Basin Dam,MI02580,Oakland,,
Gibson Drain Detention Dam,MI02581,Macomb,Not Required,
Trout Lake Dam,MI02582,Marquette,Not Required,
Engineer Lake Dam,MI02583,Calhoun,Not Required,
Walter Wildlife Flooding Dam,MI02584,Clare,Not Required,
Hill Dam,MI02585,Gladwin,Not Required,
Gratiot-Saginaw State Game Area #17 Dam,MI02586,Gratiot,Not Required,
Gratiot-Saginaw Impoundment 20 Dam,MI02587,Gratiot,Not Required,
Gratiot-Saginaw Impoundment 21 Dam,MI02588,Gratiot,Not Required,
Gratitoit-Saginaw Impoundment 4 Dam,MI02589,Gratiot,Not Required,
US-10 Wildlife Flooding,MI02590,Midland,Not Required,
Birch Lake Dam,MI02591,Mecosta,Not Required,
Maple Lake Dam,MI02592,Mecosta,Not Required,
Fras Dam,MI02593,Genesee,Not Required,
Goguac Lake Level Control Structure,MI02594,Calhoun,Not Required,07-Apr-03
Fawn Lake Dam,MI02595,Mecosta,Not Required,
,,Cass,,
Kurtis Wildlife Flooding Dam,MI02597,Chippewa,Not Required,
Six Lakes Cooling Pond Dam,MI02598,Montcalm,Not Required,
Haley Lake Dam,MI02599,Lenawee,Not Required,
Gratiot-Saginaw SGA Impoundment #18 Dam,MI02600,Gratiot,Not Required,
Gratiot-Saginaw SGA Impoudment #16 Dam,MI02601,Gratiot,Not Required,
Grayling Dam,MI02602,Crawford,Not Required,
Lower Dead Stream Dam,MI02603,Mecosta,Not Required,
Carollo Dam,MI02604,Dickinson,Not Required,
Michigan Limestone Tailings Dam,MI02605,Presque Isle,Not Required,
Clymers Basin Dam,MI02606,Presque Isle,Not Required,
Lost Lake Woods West Dam,MI02607,Alcona,Not Required,
Lost Lake Woods East Dam,MI02608,Alcona,Not Required,
Jacobs Dam,MI02609,Marquette,Not Required,
Mead Wildlife Flooding Dam,MI02610,Marquette,Not Required,
Nico Lake Dam,MI02611,Marquette,Not Required,
Lake Michigamme Dam,MI02612,Marquette,Not Required,
Birch Creek Club Dam,MI02613,Alcona,Not Required,
Grays Creek Raised Grade Dam,MI02614,Schoolcraft,Not Required,
Dam A,MI02615,Baraga,Not Required,
Dam C,MI02616,Baraga,Not Required,
Dam H,MI02617,Baraga,Not Required,
Sediment Basin Dam,MI02618,Baraga,Not Required,
Olger Lake Dam,MI02619,Mecosta,Not Required,
Almena Diversion Dam,MI02620,Van Buren,Not Required,
Sucker Creek Dam,MI02621,Ontonagon,Not Required,
Northland Properties Dam #1,MI02622,Cheboygan,Not Required,
Northland Properties Dam #2,MI02623,Cheboygan,Not Required,
Kelsey Dam,MI02624,Alcona,Not Required,
Briggs Road Dam,MI02625,Montcalm,Not Required,
Park Lake Level Control Structure,MI02626,Clinton,,
Adams Township Wastewater Facility Dam,MI02627,Houghton,Not Required,
Kaczynski Dam,MI02628,Baraga,Not Required,
Red Shoulder Unit #1 Dam,MI02629,Oscoda,Not Required,
Shagpoke Dam,MI02630,Alcona,Not Required,
Fumee Lake Dam,MI02631,Dickinson,Not Required,
Churchill Lake Dam,MI02632,Oscoda,Not Required,
Spring Lake Dam,MI02633,Emmet,Not Required,
Moreau Dam,MI02634,Presque Isle,Not Required,
Asselin Dam,MI02635,Alcona,Not Required,
Johnson Dam,MI02636,Luce,Not Required,
Donald Eck Dam,MI02637,Oceana,Not Required,
McMillan Dam,MI02638,Leelanau,,
Ottogan Dam,MI02639,Allegan,Yes,20-Aug-14
Hartman & Tyner Mitigation Pond 1,MI02641,Oakland,Not Required,
Hartman & Tyner Mitigation Pond 2,MI02642,Oakland,Not Required,
Commerce Township Park Dam,MI02643,Oakland,,
Fish Lake Level Control Structure,MI02644,Saint Joseph,Not Required,
60th Street/East Paris Detention Dam,MI02645,Kent,Not Required,
Carrier,MI02646,Clare,,
Vickery Dam,MI02647,Barry,Not Required,
Corduroy Pond Dam,MI02648,Kent,Not Required,
Marcell Dam,MI02650,Dickinson,,
Grass Lake Dam,MI02651,Jackson,Not Required,
Missaukee Lake Level Control Structure,MI02652,Missaukee,Not Required,
Lake Elizabeth Dam,MI02653,Otsego,,
Pickerel Lake Dam,MI02654,Kent,Not Required,
Barber Dam,MI02655,Benzie,Not Required,
Carp Lake River Lamprey Barrier,MI02656,Emmet,Not Required,
Drummond Island Sportsmans Club Walleye Pond Dam,MI02657,Chippewa,Not Required,
L&H Industries Dam,MI02658,Marquette,Not Required,
Duck Lake Level Control Structure,MI02666,Muskegon,Not Required,
Scharich Dam,MI02667,Montcalm,Not Required,
Fox Farm Creek Dam,MI02668,Iron,Not Required,
Saputo Dam,MI02669,Ogemaw,Not Required,
Perry Lake Dam,MI02670,Oscoda,Not Required,
Cedarville Operation Tailings Basin Dam,MI02671,Mackinac,Yes,01-Dec-08
Russell Creek Dam,MI02672,Roscommon,Not Required,
Baldwin Fish Hatchery Dam,MI02673,Lake,Yes,25-Feb-09
Negaunee Lake Dam,MI02674,Osceola,Not Required,
Number 6 Brine Pond Dam,MI02675,Midland,Yes,29-Oct-15
Tertiary Pond Dam,MI02676,Midland,Yes,29-Oct-15
Clear Lake Dam,MI02677,Lake,Not Required,
Vondorosa Dam,MI02678,Roscommon,Not Required,
Erickson Dam,MI02680,Eaton,Not Required,
"Detroit Metro Airport Stormwater Ponds 3W, 3E & 4",MI02681,Wayne,Not Required,
Detroit Metro Airport Stormwater Pond 6,MI02682,Wayne,Yes,01-Jun-18
Bay County Equalization Basin Dam,MI02683,Bay,,
Beaver Creek Dam,MI02684,Osceola,Not Required,
Collinsville Dam,MI02685,Marquette,,
FCTC Delta 2 Dam,MI02686,Kalamazoo,Not Required,
Syers Lake Dam,MI02687,Lake,,
Krystal Lake Campground Dam,MI02688,Tuscola,Not Required,
Big Drake Dam,MI02689,Marquette,Not Required,
Jung Dam,MI02690,Clare,Not Required,
Florida Location Detention Basin Dam,MI02691,Houghton,,
Upper Show Pool Dam,MI02692,Schoolcraft,Not Required,
Centreville Wastewater Treatment Lagoon Dam,MI03001,Saint Joseph,Not Required,
Pinckney Wastewater Treatment Lagoon,MI03002,Livingston,,
Ovid Wastewater Lagoon,MI03003,Clinton,,
Lake Nepessing Wastewater Lagoon,MI03004,Lapeer,,
Edmore Wastewater Lagoons,MI03005,Montcalm,,
Houghton Lake Sewer Authority Lagoon No. 4,MI03006,Roscommon,Not Required,
East Twin Lake Control Structure,MI04001,Montmorency,Not Required,
Long Lake Dam,MI04002,Oakland,Not Required,
Scott Lake Control Structure,MI04003,Oakland,Not Required,
White Lake Dam,MI04004,Oakland,Not Required,
Whitmore Lake Control Structure,MI04005,Washtenaw,Not Required,
Bertha Lake Level Control Structure,MI04006,Clare,Not Required,
Otter Lake Level Control Structure,MI04007,Clare,Not Required,
Cowden Lake,MI04008,Montcalm,Not Required,
Turk Lake,MI04009,Montcalm,Not Required,
Buttermilk Creek Detention Dam,MI04010,Ottawa,Yes,09-Oct-14
Pine Lake Level Control Structure,MI04011,Barry,Not Required,
Kaiser Lake Level Control Structure,MI04012,Saint Joseph,Not Required,
Tawas Lake Level Control,MI04013,Iosco,,
Eberhard Lake Level Control Structure,MI04014,Saint Joseph,Not Required,
Blossom Lake Level Control Structure,MI04015,Branch,Not Required,
Evans Lake Dam,MI04016,Lenawee,Not Required,
Rush Lake Dam,MI04017,Livingston,Not Required,
DTE Energy Greenwood Cooling Reservoir,MI04018,Saint Clair,Not Required,
Vassar Dam,MI04019,Tuscola,Not Required,
Belding Waste Water Treatment Lagoons,MI04020,Ionia,Not Required,
North Brine Storage Lagoon,MI04021,Saint Clair,Not Required,
Lake Serenity Dam,MI04022,Livingston,Not Required,
Kettlewell Basin Dam,MI04023,Saint Clair,Not Required,
Mitchell Dam,MI04024,Kalamazoo,Not Required,
Genesee County Impoundment,MI04025,Lapeer,Not Required,
Engebretsen Dam,MI04026,Lake,Not Required,
